workerid,language,initialValue,die0numdots,die0color,die1numdots,die1color,die2numdots,die2color,die3numdots,die3color,numRed,numBlack,context,quantifier,number,qcolor,attentionCheck,requestedValue,rt,response
A1MDZ32KR015RC,English,0.9746478551533073,6,black,5,red,1,red,1,black,6,7,plain,more than,six,black,No,NA,6022,100
A1MDZ32KR015RC,English,0.3624396729283035,6,red,2,black,1,black,1,red,7,3,plain,only,six,red,No,NA,9173,0
A1MDZ32KR015RC,English,0.3054104116745293,4,black,3,black,1,red,1,red,2,7,plain,only,seven,black,No,NA,7566,100
A1MDZ32KR015RC,English,0.534279273590073,5,black,1,red,3,black,3,red,4,8,existential,exactly,eight,black,No,NA,10109,100
A1MDZ32KR015RC,English,0.43302306486293674,4,black,5,red,5,black,1,red,6,9,plain,bare,eight,red,No,NA,6108,0
A1MDZ32KR015RC,English,0.8911370465066284,2,black,4,red,5,red,1,black,9,3,plain,only,five,red,No,NA,7738,0
A1MDZ32KR015RC,English,0.9586197296157479,6,black,5,red,3,black,6,red,11,9,existential,exactly,eight,black,No,NA,7238,0
A1MDZ32KR015RC,English,0.9799929386936128,3,red,3,red,2,black,2,black,6,4,plain,exactly,four,black,No,NA,4119,100
A1MDZ32KR015RC,English,0.027642873115837574,6,red,4,black,1,black,4,red,10,5,plain,less than,four,red,No,NA,6146,0
A1MDZ32KR015RC,English,0.2322178182657808,4,red,4,red,3,black,1,black,8,4,existential,exactly,seven,red,No,NA,5008,0
AYCHPTQRYDT7G,English,0.7567370696924627,5,red,2,red,3,black,6,black,7,9,plain,only,eight,black,No,NA,16878,20
AYCHPTQRYDT7G,English,0.08703190926462412,3,red,5,red,6,black,5,black,8,11,existential,bare,seven,red,No,NA,6516,0
AYCHPTQRYDT7G,English,0.2813277149107307,6,red,4,red,1,black,6,black,10,7,existential,exactly,six,black,No,NA,4766,0
AYCHPTQRYDT7G,English,0.27059876499697566,6,black,2,red,1,red,3,black,3,9,plain,bare,eight,black,No,NA,5219,15
AYCHPTQRYDT7G,English,0.6542430841363966,1,red,6,red,6,black,1,black,7,7,plain,only,seven,red,No,NA,6737,100
AYCHPTQRYDT7G,English,0.572101732250303,3,red,1,black,1,red,4,black,4,5,plain,only,four,red,No,NA,4530,100
AYCHPTQRYDT7G,English,0.19839364057406783,4,black,1,black,4,red,1,red,5,5,existential,less than,four,black,No,NA,4219,6
AYCHPTQRYDT7G,English,0.20359486993402243,3,red,6,red,6,black,6,black,9,12,plain,more than,eight,red,No,NA,5293,100
AYCHPTQRYDT7G,English,0.7283577714115381,3,black,5,red,2,black,4,red,9,5,plain,more than,seven,red,No,NA,6139,100
AYCHPTQRYDT7G,English,0.842702163849026,6,black,6,red,1,red,3,black,7,9,plain,more than,five,black,No,NA,6797,100
AYCHPTQRYDT7G,English,0.6464923582971096,3,black,1,black,5,red,2,red,7,4,plain,exactly,eight,black,No,NA,4313,0
AYCHPTQRYDT7G,English,0.7138451451901346,6,red,5,black,2,red,6,black,8,11,existential,more than,five,black,No,NA,4205,100
AYCHPTQRYDT7G,English,0.8296486542094499,6,black,6,black,4,red,2,red,6,12,plain,exactly,five,black,Yes,57,7062,57
AYCHPTQRYDT7G,English,0.6831428152509034,3,black,4,red,6,red,1,black,10,4,plain,more than,four,black,No,NA,6907,31
AYCHPTQRYDT7G,English,0.8460111685562879,6,black,6,black,6,red,3,red,9,12,existential,less than,four,black,No,NA,5953,4
AYCHPTQRYDT7G,English,0.47149834921583533,1,red,1,red,6,black,6,black,2,12,existential,bare,seven,red,No,NA,3779,12
AYCHPTQRYDT7G,English,0.47329255216754973,3,red,6,black,2,red,4,black,5,10,plain,less than,eight,red,No,NA,5939,100
AYCHPTQRYDT7G,English,0.9631849054712802,5,red,4,black,1,red,3,black,6,7,plain,only,five,black,No,NA,6110,17
AYCHPTQRYDT7G,English,0.14542863448150456,2,red,5,red,6,black,1,black,7,7,plain,only,eight,black,No,NA,25990,13
AYCHPTQRYDT7G,English,0.5220528114587069,3,red,3,red,3,black,1,black,6,4,existential,bare,six,black,No,NA,4086,9
AYCHPTQRYDT7G,English,0.9236065265722573,1,red,5,red,5,black,4,black,6,9,existential,only,five,black,No,NA,5312,0
AYCHPTQRYDT7G,English,0.7939784994814545,6,red,5,black,1,red,1,black,7,6,plain,exactly,four,black,No,NA,5034,0
AYCHPTQRYDT7G,English,0.5461178212426603,4,red,1,black,5,black,2,red,6,6,existential,only,eight,black,No,NA,4533,17
AYCHPTQRYDT7G,English,0.47558471537195146,2,red,5,red,5,black,3,black,7,8,plain,bare,four,black,No,NA,5219,11
AYCHPTQRYDT7G,English,0.2733535736333579,5,black,4,red,2,black,6,red,10,7,plain,more than,six,black,No,NA,4438,100
AYCHPTQRYDT7G,English,0.38997338665649295,4,black,6,black,3,red,3,red,6,10,plain,less than,seven,black,Yes,95,4113,95
AYCHPTQRYDT7G,English,0.6760705879423767,1,black,4,red,3,black,5,red,9,4,existential,only,seven,red,No,NA,4466,0
AYCHPTQRYDT7G,English,0.10631396318785846,1,black,1,black,6,red,5,red,11,2,existential,more than,eight,black,No,NA,9505,7
AYCHPTQRYDT7G,English,0.6851588163990527,1,red,1,red,2,black,5,black,2,7,plain,less than,seven,black,No,NA,6313,46
AYCHPTQRYDT7G,English,0.43466346664354205,4,black,4,black,5,red,5,red,10,8,plain,exactly,six,red,No,NA,4094,0
AYCHPTQRYDT7G,English,0.4514285975601524,1,red,5,red,5,black,5,black,6,10,existential,only,eight,black,No,NA,5437,4
AYCHPTQRYDT7G,English,0.775544652948156,6,red,6,red,6,black,5,black,12,11,plain,exactly,eight,black,No,NA,4049,0
AYCHPTQRYDT7G,English,0.1771380491554737,5,red,4,black,6,red,1,black,11,5,plain,bare,four,red,No,NA,3597,7
AYCHPTQRYDT7G,English,0.9491746199782938,1,red,5,black,1,red,4,black,2,9,plain,only,four,black,No,NA,4500,10
AYCHPTQRYDT7G,English,0.3066877748351544,3,black,6,red,4,red,4,black,10,7,existential,less than,five,black,No,NA,5625,8
AYCHPTQRYDT7G,English,0.39787442749366164,1,black,1,red,1,black,2,red,3,2,existential,bare,eight,red,No,NA,4609,0
AYCHPTQRYDT7G,English,0.18987718503922224,6,red,4,black,2,black,4,red,10,6,plain,only,six,black,No,NA,5344,100
AYCHPTQRYDT7G,English,0.10730244568549097,5,red,3,red,1,black,4,black,8,5,existential,exactly,eight,red,No,NA,5391,100
AYCHPTQRYDT7G,English,0.7898950052913278,3,black,4,black,1,red,2,red,3,7,existential,bare,five,red,No,NA,6214,10
AYCHPTQRYDT7G,English,0.1143547804094851,3,black,3,red,2,black,1,red,4,5,existential,more than,eight,black,No,NA,4578,6
A38WUQ247WB1LE,spanish,0.4552654407452792,5,red,1,red,5,black,3,black,6,8,plain,more than,six,red,No,NA,16583,82
A38WUQ247WB1LE,spanish,0.14864870137535036,1,red,4,red,5,black,1,black,5,6,existential,bare,four,black,No,NA,4274,0
A38WUQ247WB1LE,spanish,0.044360553845763206,4,red,1,black,2,red,3,black,6,4,plain,only,seven,black,No,NA,4587,0
A38WUQ247WB1LE,spanish,0.7201353441923857,6,red,2,red,4,black,1,black,8,5,existential,less than,eight,black,No,NA,8736,99
A38WUQ247WB1LE,spanish,0.8367426400072873,3,black,5,red,5,black,4,red,9,8,existential,more than,eight,red,No,NA,9795,97
A38WUQ247WB1LE,spanish,0.7306664667557925,3,red,3,black,5,black,5,red,8,8,existential,more than,eight,red,No,NA,6521,4
A38WUQ247WB1LE,spanish,0.5700723994523287,3,red,6,black,3,black,2,red,5,9,plain,exactly,five,black,No,NA,5179,0
A38WUQ247WB1LE,spanish,0.13704358437098563,5,red,3,black,6,red,4,black,11,7,existential,exactly,seven,black,No,NA,5881,99
A38WUQ247WB1LE,spanish,0.8651652175467461,3,black,6,black,3,red,3,red,6,9,existential,more than,four,red,No,NA,6755,98
A38WUQ247WB1LE,spanish,0.7340023890137672,3,red,2,red,1,black,1,black,5,2,plain,exactly,four,red,No,NA,3806,2
A38WUQ247WB1LE,spanish,0.39160711830481887,6,black,6,black,2,red,3,red,5,12,plain,only,seven,black,No,NA,3620,0
A38WUQ247WB1LE,spanish,0.8395616300404072,3,red,3,red,3,black,5,black,6,8,plain,bare,eight,red,No,NA,4446,0
A38WUQ247WB1LE,spanish,0.0014781139325350523,4,red,1,black,5,red,5,black,9,6,plain,less than,six,red,Yes,55,8018,54
A38WUQ247WB1LE,spanish,0.07686144625768065,1,red,2,black,6,black,2,red,3,8,plain,more than,four,red,No,NA,7348,97
A38WUQ247WB1LE,spanish,0.05770399677567184,3,red,1,black,2,black,3,red,6,3,existential,less than,five,red,No,NA,5604,0
A38WUQ247WB1LE,spanish,0.735106393462047,1,black,1,black,5,red,1,red,6,2,existential,only,five,black,No,NA,4743,0
A38WUQ247WB1LE,spanish,0.23365704040043056,2,black,5,black,3,red,1,red,4,7,existential,only,six,red,No,NA,4196,0
A38WUQ247WB1LE,spanish,0.45063134259544313,3,red,5,black,4,black,4,red,7,9,existential,less than,six,red,No,NA,12511,0
A38WUQ247WB1LE,spanish,0.8894069693051279,1,red,4,red,4,black,5,black,5,9,existential,less than,four,red,No,NA,7832,26
A38WUQ247WB1LE,spanish,0.8256949223577976,2,black,2,red,1,black,1,red,3,3,existential,less than,four,red,No,NA,6271,89
A38WUQ247WB1LE,spanish,0.4270462815184146,3,black,1,red,2,black,2,red,3,5,plain,less than,six,black,No,NA,6474,92
A38WUQ247WB1LE,spanish,0.08991158870048821,2,red,5,black,5,black,3,red,5,10,plain,bare,four,black,No,NA,4227,84
A38WUQ247WB1LE,spanish,0.9230182415340096,3,red,5,black,1,red,5,black,4,10,plain,exactly,eight,black,No,NA,7239,35
A38WUQ247WB1LE,spanish,0.5628513481933624,2,red,2,black,4,red,4,black,6,6,plain,only,six,black,No,NA,4663,0
A38WUQ247WB1LE,spanish,0.1520101404748857,3,black,6,black,3,red,5,red,8,9,existential,less than,eight,red,No,NA,11529,28
A38WUQ247WB1LE,spanish,0.6786697788629681,5,red,4,black,1,black,4,red,9,5,existential,more than,five,red,Yes,17,9984,18
A38WUQ247WB1LE,spanish,0.02917254902422428,5,red,5,black,1,red,1,black,6,6,plain,exactly,seven,black,No,NA,6817,0
A38WUQ247WB1LE,spanish,0.36910310038365424,4,black,6,black,5,red,1,red,6,10,plain,exactly,five,red,No,NA,4493,39
A38WUQ247WB1LE,spanish,0.8201408924069256,6,red,3,black,2,black,1,red,7,5,existential,exactly,seven,black,No,NA,6786,0
A38WUQ247WB1LE,spanish,0.9015087885782123,5,red,5,red,4,black,1,black,10,5,plain,bare,seven,black,No,NA,3806,1
A38WUQ247WB1LE,spanish,0.9053899357095361,4,black,5,red,5,black,1,red,6,9,plain,more than,seven,red,No,NA,6022,0
A38WUQ247WB1LE,spanish,0.9965640143491328,3,red,2,red,1,black,1,black,5,2,plain,exactly,six,black,No,NA,5616,1
A38WUQ247WB1LE,spanish,0.1486627859994769,4,red,3,black,3,black,3,red,7,6,existential,less than,eight,black,No,NA,5950,88
A38WUQ247WB1LE,spanish,0.3715204275213182,4,red,6,red,2,black,6,black,10,8,plain,bare,four,red,No,NA,3510,57
A38WUQ247WB1LE,spanish,0.3212391836568713,4,red,4,black,5,red,1,black,9,5,existential,less than,six,red,No,NA,9423,17
A38WUQ247WB1LE,spanish,0.06271991948597133,6,black,1,red,3,red,6,black,4,12,plain,more than,six,red,No,NA,5210,0
A38WUQ247WB1LE,spanish,0.42135870293714106,1,black,2,red,4,red,3,black,6,4,plain,only,four,red,No,NA,7566,21
A38WUQ247WB1LE,spanish,0.5588017972186208,4,black,2,red,6,black,5,red,7,10,plain,only,five,black,No,NA,2933,22
A38WUQ247WB1LE,spanish,0.10077367606572807,1,black,4,red,4,red,4,black,8,5,existential,more than,seven,black,No,NA,5257,0
A38WUQ247WB1LE,spanish,0.33009682944975793,4,black,6,red,6,red,5,black,12,9,existential,only,six,black,No,NA,3978,3
A21WM0TU34VX0H,English,0.5845039840249103,5,red,2,black,6,black,2,red,7,8,plain,only,seven,black,No,NA,7589,36
A21WM0TU34VX0H,English,0.18933128375629604,2,red,3,black,2,black,5,red,7,5,plain,more than,five,black,No,NA,7518,35
A21WM0TU34VX0H,English,0.24856125310367405,6,black,1,black,5,red,5,red,10,7,existential,only,five,red,No,NA,14807,15
A21WM0TU34VX0H,English,0.671304007103724,5,black,5,red,2,red,2,black,7,7,plain,only,six,red,No,NA,4087,41
A21WM0TU34VX0H,English,0.9524316806874082,3,black,4,red,6,black,6,red,10,9,existential,only,four,black,No,NA,5799,23
A21WM0TU34VX0H,English,0.31340325318636697,3,red,6,red,2,black,4,black,9,6,existential,bare,four,black,No,NA,4448,23
A21WM0TU34VX0H,English,0.44907639451183234,5,red,4,black,1,red,1,black,6,5,existential,less than,four,black,No,NA,5112,13
A21WM0TU34VX0H,English,0.09233492703525703,2,red,5,black,4,black,2,red,4,9,plain,less than,four,red,No,NA,7104,49
A21WM0TU34VX0H,English,0.3959124438394509,1,red,6,red,2,black,1,black,7,3,existential,exactly,six,red,No,NA,5320,11
A21WM0TU34VX0H,English,0.38487394415008647,4,red,6,red,1,black,4,black,10,5,plain,more than,five,red,No,NA,5937,86
A21WM0TU34VX0H,English,0.004543155931632903,5,red,6,black,5,black,5,red,10,11,plain,more than,four,red,No,NA,6264,88
A21WM0TU34VX0H,English,0.9561958704182537,6,black,3,red,6,black,1,red,4,12,plain,bare,six,black,No,NA,3440,10
A21WM0TU34VX0H,English,0.3250085414766468,4,red,5,red,4,black,3,black,9,7,plain,bare,seven,black,Yes,27,7359,27
A21WM0TU34VX0H,English,0.056450343971873096,6,black,3,red,3,black,5,red,8,9,plain,exactly,eight,red,No,NA,4431,94
A21WM0TU34VX0H,English,0.6000245150220979,4,red,5,black,2,black,1,red,5,7,existential,only,eight,red,No,NA,4783,8
A21WM0TU34VX0H,English,0.8025337758464206,6,red,2,red,4,black,4,black,8,8,existential,bare,eight,red,No,NA,4791,95
A21WM0TU34VX0H,English,0.9433094408248756,5,red,6,black,1,black,6,red,11,7,plain,exactly,seven,black,No,NA,5503,96
A21WM0TU34VX0H,English,0.26953910263650716,3,red,3,black,1,black,3,red,6,4,existential,bare,six,black,No,NA,6143,11
A21WM0TU34VX0H,English,0.9437264785544626,5,red,1,red,3,black,5,black,6,8,existential,less than,six,red,No,NA,5679,44
A21WM0TU34VX0H,English,0.882227216958805,2,red,3,black,3,black,2,red,4,6,plain,more than,seven,black,No,NA,7384,15
A21WM0TU34VX0H,English,0.6005206837754159,5,black,1,red,5,black,1,red,2,10,existential,only,four,red,No,NA,3896,16
A21WM0TU34VX0H,English,0.6260256377545244,1,black,3,red,2,black,1,red,4,3,existential,more than,seven,black,No,NA,5624,13
A21WM0TU34VX0H,English,0.30288686431891354,6,red,6,black,3,black,5,red,11,9,existential,exactly,seven,black,No,NA,4233,16
A21WM0TU34VX0H,English,0.15116135583791346,6,red,2,red,3,black,4,black,8,7,plain,less than,eight,red,No,NA,5778,10
A21WM0TU34VX0H,English,0.6016406149687239,4,red,3,black,5,red,6,black,9,9,existential,exactly,six,red,No,NA,4015,11
A21WM0TU34VX0H,English,0.48842329171954846,2,black,5,black,4,red,6,red,10,7,plain,more than,five,black,Yes,97,7871,97
A21WM0TU34VX0H,English,0.4159910361462492,4,black,4,red,6,black,2,red,6,10,existential,more than,four,black,No,NA,6463,93
A21WM0TU34VX0H,English,0.9418953204709319,3,black,5,black,4,red,3,red,7,8,existential,exactly,four,black,No,NA,4360,10
A21WM0TU34VX0H,English,0.20786326697934698,4,black,6,red,6,black,5,red,11,10,plain,less than,eight,black,No,NA,6975,9
A21WM0TU34VX0H,English,0.4314161237027858,6,black,2,red,4,red,2,black,6,8,plain,more than,seven,red,No,NA,4160,11
A21WM0TU34VX0H,English,0.6727459508533291,1,red,1,black,4,red,1,black,5,2,plain,bare,seven,red,No,NA,3976,11
A21WM0TU34VX0H,English,0.5020636077240044,1,black,1,red,3,black,3,red,4,4,existential,more than,four,black,No,NA,4568,27
A21WM0TU34VX0H,English,0.4588152428364801,6,red,4,black,6,black,4,red,10,10,plain,only,five,red,No,NA,4032,8
A21WM0TU34VX0H,English,0.23402296153345437,5,black,3,red,4,red,1,black,7,6,plain,exactly,six,red,No,NA,5169,6
A21WM0TU34VX0H,English,0.15755628220656914,2,black,5,black,6,red,4,red,10,7,plain,only,eight,red,No,NA,3847,7
A21WM0TU34VX0H,English,0.4522406949535144,5,red,6,black,1,red,3,black,6,9,plain,bare,eight,black,No,NA,4673,18
A21WM0TU34VX0H,English,0.08600263597994584,5,black,1,red,4,black,3,red,4,9,existential,only,eight,black,No,NA,5239,4
A21WM0TU34VX0H,English,0.952963896705236,6,black,2,black,6,red,5,red,11,8,plain,only,five,black,No,NA,3359,22
A21WM0TU34VX0H,English,0.3800193902144545,1,red,2,black,3,black,2,red,3,5,plain,exactly,four,red,No,NA,5351,11
A21WM0TU34VX0H,English,0.13028048265841718,4,red,2,black,6,black,5,red,9,8,plain,more than,four,red,No,NA,6767,94
A2XXE5GZ5IL2DN,English,0.27840875438414514,4,red,6,black,5,red,2,black,9,8,plain,only,four,black,No,NA,11419,0
A2XXE5GZ5IL2DN,English,0.5732536970172077,1,black,2,red,6,red,4,black,8,5,plain,only,five,red,No,NA,7036,12
A2XXE5GZ5IL2DN,English,0.3499416676349938,3,red,1,red,1,black,3,black,4,4,plain,less than,six,red,No,NA,8159,67
A2XXE5GZ5IL2DN,English,0.8023546503391117,1,red,5,black,3,red,3,black,4,8,existential,only,four,red,No,NA,7020,94
A2XXE5GZ5IL2DN,English,0.3299847359303385,4,black,3,black,3,red,4,red,7,7,plain,exactly,eight,red,No,NA,7535,7
A2XXE5GZ5IL2DN,English,0.40275918529368937,4,black,4,black,2,red,4,red,6,8,plain,less than,four,red,No,NA,6021,2
A2XXE5GZ5IL2DN,English,0.1484573723282665,2,black,6,red,2,black,6,red,12,4,existential,only,five,red,No,NA,5351,0
A2XXE5GZ5IL2DN,English,0.3240583015140146,1,red,6,black,3,red,2,black,4,8,existential,exactly,eight,black,No,NA,6864,97
A2XXE5GZ5IL2DN,English,0.9936371161602437,3,red,2,black,2,red,4,black,5,6,plain,more than,six,red,No,NA,6427,0
A2XXE5GZ5IL2DN,English,0.45664079836569726,6,black,6,red,3,red,6,black,9,12,plain,exactly,six,black,No,NA,5024,0
A2XXE5GZ5IL2DN,English,0.6577706027310342,6,black,2,red,1,black,4,red,6,7,existential,bare,seven,red,No,NA,6240,4
A2XXE5GZ5IL2DN,English,0.30087530240416527,2,black,4,red,1,black,6,red,10,3,plain,more than,seven,black,No,NA,5382,0
A2XXE5GZ5IL2DN,English,0.4175531028304249,2,red,6,red,5,black,5,black,8,10,existential,less than,eight,black,Yes,29,10296,29
A2XXE5GZ5IL2DN,English,0.019808110548183322,3,red,4,black,4,black,3,red,6,8,plain,only,five,red,No,NA,8408,9
A2XXE5GZ5IL2DN,English,0.7315638051368296,6,red,2,black,6,black,3,red,9,8,existential,bare,eight,red,No,NA,5289,4
A2XXE5GZ5IL2DN,English,0.9104013335891068,6,black,3,black,2,red,5,red,7,9,plain,bare,seven,black,No,NA,7238,3
A2XXE5GZ5IL2DN,English,0.761970077175647,5,red,5,black,1,red,3,black,6,8,plain,only,four,red,No,NA,5710,2
A2XXE5GZ5IL2DN,English,0.7601969654206187,6,black,4,black,4,red,3,red,7,10,plain,less than,seven,red,No,NA,6989,22
A2XXE5GZ5IL2DN,English,0.9292645589448512,3,red,6,black,5,black,6,red,9,11,existential,exactly,six,black,No,NA,6614,0
A2XXE5GZ5IL2DN,English,0.4226252718362957,6,red,4,black,3,black,4,red,10,7,existential,bare,five,black,No,NA,5803,2
A2XXE5GZ5IL2DN,English,0.8703567092306912,3,black,4,red,3,black,5,red,9,6,plain,exactly,four,red,No,NA,6453,1
A2XXE5GZ5IL2DN,English,0.02549802348949015,1,red,2,black,4,black,6,red,7,6,plain,exactly,six,black,No,NA,6474,98
A2XXE5GZ5IL2DN,English,0.9548678912688047,4,red,4,black,4,black,6,red,10,8,plain,more than,five,red,No,NA,6989,83
A2XXE5GZ5IL2DN,English,0.24909139424562454,1,black,6,red,5,red,4,black,11,5,plain,only,six,black,No,NA,4228,2
A2XXE5GZ5IL2DN,English,0.6459487571846694,5,black,1,red,5,black,1,red,2,10,plain,less than,six,red,No,NA,7160,68
A2XXE5GZ5IL2DN,English,0.3727931429166347,1,red,6,black,6,red,6,black,7,12,existential,more than,eight,black,Yes,80,6302,80
A2XXE5GZ5IL2DN,English,0.80048902425915,4,black,4,black,3,red,6,red,9,8,existential,more than,seven,red,No,NA,6709,86
A2XXE5GZ5IL2DN,English,0.7874092636629939,3,red,3,red,2,black,1,black,6,3,existential,exactly,five,red,No,NA,6973,0
A2XXE5GZ5IL2DN,English,0.9723792113363743,1,black,2,black,6,red,6,red,12,3,existential,only,seven,black,No,NA,4851,0
A2XXE5GZ5IL2DN,English,0.33999093784950674,1,red,1,black,6,red,3,black,7,4,plain,bare,six,red,No,NA,5804,9
A2XXE5GZ5IL2DN,English,0.4337927778251469,5,red,5,red,3,black,1,black,10,4,plain,more than,seven,red,No,NA,5456,87
A2XXE5GZ5IL2DN,English,0.342984703136608,3,black,6,black,1,red,1,red,2,9,plain,exactly,four,red,No,NA,3744,0
A2XXE5GZ5IL2DN,English,0.2146591367200017,6,red,3,black,5,red,5,black,11,8,plain,less than,six,red,No,NA,5226,0
A2XXE5GZ5IL2DN,English,0.010142651153728366,2,red,3,black,2,black,5,red,7,5,plain,exactly,eight,black,No,NA,4961,0
A2XXE5GZ5IL2DN,English,0.7423301641829312,6,red,3,black,1,black,4,red,10,4,plain,less than,four,black,No,NA,7815,36
A2XXE5GZ5IL2DN,English,0.8138407089281827,4,black,4,red,5,red,2,black,9,6,plain,bare,seven,black,No,NA,5226,0
A2XXE5GZ5IL2DN,English,0.016304124845191836,5,red,5,red,3,black,4,black,10,7,existential,more than,four,black,No,NA,6334,85
A2XXE5GZ5IL2DN,English,0.3067546063102782,6,red,6,black,5,red,2,black,11,8,existential,bare,eight,black,No,NA,4789,3
A2XXE5GZ5IL2DN,English,0.13807681086473167,1,red,4,black,5,black,3,red,4,9,existential,exactly,four,black,No,NA,3510,3
A2XXE5GZ5IL2DN,English,0.12192944157868624,6,black,2,red,1,black,2,red,4,7,plain,bare,five,black,No,NA,3806,7
A1QSMMH5BDQE12,English,0.21274536146249934,4,red,4,black,4,black,6,red,10,8,plain,only,six,red,No,NA,11723,20
A1QSMMH5BDQE12,English,0.6866871786273436,3,red,3,red,4,black,6,black,6,10,plain,more than,five,red,No,NA,6091,100
A1QSMMH5BDQE12,English,0.8503214595915973,5,red,4,red,3,black,6,black,9,9,existential,more than,seven,black,No,NA,6003,100
A1QSMMH5BDQE12,English,0.1967740571477094,5,black,3,red,3,black,5,red,8,8,existential,bare,eight,black,No,NA,5906,100
A1QSMMH5BDQE12,English,0.7451024871834737,1,red,3,black,2,black,5,red,6,5,plain,only,five,red,No,NA,9071,0
A1QSMMH5BDQE12,English,0.9160753946575413,4,black,6,red,5,red,5,black,11,9,plain,bare,eight,red,No,NA,6710,7
A1QSMMH5BDQE12,English,0.8304505631642515,6,black,1,red,5,red,3,black,6,9,existential,only,four,red,No,NA,7273,0
A1QSMMH5BDQE12,English,0.16947669428988715,5,black,2,black,3,red,6,red,9,7,existential,exactly,seven,black,No,NA,6232,0
A1QSMMH5BDQE12,English,0.4669223209952781,5,red,6,black,2,black,5,red,10,8,plain,less than,five,black,No,NA,6866,0
A1QSMMH5BDQE12,English,0.5254332233109349,5,black,5,black,3,red,6,red,9,10,existential,bare,seven,red,No,NA,8232,1
A1QSMMH5BDQE12,English,0.5354043798384873,5,black,5,black,6,red,3,red,9,10,plain,bare,seven,red,No,NA,5597,0
A1QSMMH5BDQE12,English,0.9962265572984728,6,red,1,black,2,black,6,red,12,3,existential,exactly,five,red,No,NA,4864,0
A1QSMMH5BDQE12,English,0.6062829086380026,6,red,4,red,6,black,1,black,10,7,plain,bare,six,black,Yes,97,7839,97
A1QSMMH5BDQE12,English,0.2166306017783841,4,black,4,black,6,red,5,red,11,8,existential,exactly,four,red,No,NA,6089,0
A1QSMMH5BDQE12,English,0.2991268188156075,4,black,4,red,3,black,6,red,10,7,plain,less than,seven,red,No,NA,6015,0
A1QSMMH5BDQE12,English,0.7931067465652739,4,black,2,red,1,red,1,black,3,5,existential,bare,seven,red,No,NA,4697,0
A1QSMMH5BDQE12,English,0.2544218471075594,1,red,5,red,2,black,4,black,6,6,plain,less than,six,red,No,NA,5514,0
A1QSMMH5BDQE12,English,0.19380140124666356,1,black,5,red,1,black,4,red,9,2,plain,bare,seven,red,No,NA,4170,0
A1QSMMH5BDQE12,English,0.0485692570346577,3,red,4,red,6,black,1,black,7,7,existential,only,eight,black,No,NA,5970,0
A1QSMMH5BDQE12,English,0.9022510868557501,1,black,2,black,2,red,6,red,8,3,existential,only,six,black,No,NA,4759,0
A1QSMMH5BDQE12,English,0.10962559484878098,5,red,2,black,3,black,1,red,6,5,plain,less than,five,red,No,NA,4364,0
A1QSMMH5BDQE12,English,0.6443602421005465,4,red,3,black,3,black,3,red,7,6,plain,bare,seven,red,No,NA,6674,100
A1QSMMH5BDQE12,English,0.5544160416163393,1,red,4,black,5,black,1,red,2,9,existential,only,five,black,No,NA,5189,0
A1QSMMH5BDQE12,English,0.6841054258842301,1,red,6,black,3,black,6,red,7,9,existential,less than,eight,black,No,NA,14491,6
A1QSMMH5BDQE12,English,0.5829130443235955,4,black,3,red,5,red,6,black,8,10,existential,only,six,black,No,NA,4242,0
A1QSMMH5BDQE12,English,0.08497544015282188,1,black,4,black,4,red,6,red,10,5,plain,more than,five,black,Yes,67,19313,67
A1QSMMH5BDQE12,English,0.08978090217079892,4,red,4,black,4,red,3,black,8,7,plain,exactly,five,black,No,NA,6291,0
A1QSMMH5BDQE12,English,0.12803910115867784,6,black,6,red,6,red,5,black,12,11,plain,bare,eight,red,No,NA,4987,0
A1QSMMH5BDQE12,English,0.8599479573790536,1,red,4,black,5,black,2,red,3,9,existential,less than,four,red,No,NA,5202,100
A1QSMMH5BDQE12,English,0.8233882099299516,1,red,2,red,2,black,3,black,3,5,plain,exactly,seven,black,No,NA,4951,0
A1QSMMH5BDQE12,English,0.05296627452329261,3,red,5,black,4,red,4,black,7,9,plain,exactly,five,red,No,NA,8762,0
A1QSMMH5BDQE12,English,0.24142937462386116,3,red,1,black,2,red,5,black,5,6,existential,more than,five,red,No,NA,5851,0
A1QSMMH5BDQE12,English,0.17106557419148915,3,black,4,red,1,red,2,black,5,5,plain,exactly,six,red,No,NA,4496,0
A1QSMMH5BDQE12,English,0.4045310825381549,4,red,3,black,1,red,6,black,5,9,existential,only,four,black,No,NA,5393,0
A1QSMMH5BDQE12,English,0.4722346079997092,2,red,2,red,3,black,4,black,4,7,existential,bare,five,red,No,NA,5647,0
A1QSMMH5BDQE12,English,0.9575528130025461,4,red,1,black,6,red,2,black,10,3,plain,exactly,five,red,No,NA,3868,0
A1QSMMH5BDQE12,English,0.5344919056570343,2,red,5,red,3,black,1,black,7,4,existential,exactly,five,red,No,NA,4931,0
A1QSMMH5BDQE12,English,0.47552898479151745,4,red,4,black,1,black,6,red,10,5,existential,exactly,six,black,No,NA,5610,0
A1QSMMH5BDQE12,English,0.026327904194847373,1,black,6,red,3,black,3,red,9,4,existential,only,four,red,No,NA,5852,0
A1QSMMH5BDQE12,English,0.09831191879152073,5,red,6,black,4,black,6,red,11,10,plain,exactly,four,black,No,NA,3719,0
A2VCNB4XETPOT2,English,0.7970474470533583,4,black,2,red,1,red,6,black,3,10,existential,more than,six,black,No,NA,12249,91
